Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,28,21,16,0.03805099023855054,0.6145299145299146
Knn Classifier,0.1,3,29,21,16,0.04680702726251913,0.6011965811965813
Knn Classifier,0.1,3,30,21,16,0.04355721930566283,0.614017094017094
Knn Classifier,0.1,3,31,21,16,0.009620278261826468,0.5898385565052231
Knn Classifier,0.1,3,32,21,16,0.04532340012554158,0.5898005698005698
Knn Classifier,0.1,3,33,21,16,0.05660784411938002,0.5764672364672365
Knn Classifier,0.1,3,34,21,16,0.02721667198969278,0.576980056980057
Knn Classifier,0.1,3,35,21,16,0.040671291614516304,0.5759924026590694
Knn Classifier,0.1,3,36,21,16,0.040671291614516304,0.5759924026590694
Knn Classifier,0.1,3,37,21,16,0.040188111340880045,0.6031339031339032
Knn Classifier,0.1,3,38,21,16,0.027297286667698865,0.6154795821462488
Knn Classifier,0.1,3,39,21,16,0.025367326825700354,0.5903133903133903
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,23,18,0.08308641921035717,0.4230769230769231
Knn Classifier,0.1,3,2,23,18,0.09065471553673685,0.3717948717948718
Knn Classifier,0.1,3,3,23,18,0.09421114395319914,0.4230769230769231
Knn Classifier,0.1,3,4,23,18,0.13074409009212268,0.4102564102564103
Knn Classifier,0.1,3,5,23,18,0.18400897556932466,0.5256410256410257
Knn Classifier,0.1,3,6,23,18,0.16617283842071437,0.4615384615384615
Knn Classifier,0.1,3,7,23,18,0.11889254481404748,0.5512820512820512
Knn Classifier,0.1,3,8,23,18,0.14160719252804177,0.564102564102564
Knn Classifier,0.1,3,9,23,18,0.11028622137234136,0.5256410256410257
Knn Classifier,0.1,3,10,23,18,0.07903094875601249,0.48717948717948717
Knn Classifier,0.1,3,11,23,18,0.09065471553673687,0.5512820512820513
Knn Classifier,0.1,3,12,23,18,0.06537204504606134,0.5512820512820513
Knn Classifier,0.1,3,13,23,18,0.11028622137234136,0.5897435897435898
Knn Classifier,0.1,3,14,23,18,0.09593993299420361,0.564102564102564
Knn Classifier,0.1,3,15,23,18,0.11028622137234136,0.5897435897435898
Knn Classifier,0.1,3,16,23,18,0.08308641921035718,0.576923076923077
Knn Classifier,0.1,3,17,23,18,0.05439282932204213,0.576923076923077
Knn Classifier,0.1,3,18,23,18,0.07903094875601252,0.5897435897435898
Knn Classifier,0.1,3,19,23,18,0.06537204504606135,0.6025641025641025
Knn Classifier,0.1,3,20,23,18,0.05439282932204213,0.576923076923077
Knn Classifier,0.1,3,21,23,18,0.03626188621469472,0.5512820512820512
Knn Classifier,0.1,3,22,23,18,0.05439282932204213,0.576923076923077
Knn Classifier,0.1,3,23,23,18,0.03626188621469472,0.5512820512820512
Knn Classifier,0.1,3,24,23,18,0.03140371465106637,0.5384615384615384
Knn Classifier,0.1,3,25,23,18,0.05439282932204213,0.576923076923077
Knn Classifier,0.1,3,26,23,18,0.06537204504606135,0.564102564102564
Knn Classifier,0.1,3,27,23,18,0.06280742930213278,0.5769230769230769
Knn Classifier,0.1,3,28,23,18,0.036261886214694776,0.564102564102564
Knn Classifier,0.1,3,29,23,18,0.04796996649710183,0.5512820512820512
Knn Classifier,0.1,3,30,23,18,0.06280742930213278,0.5769230769230769
Knn Classifier,0.1,3,31,23,18,0.05439282932204213,0.576923076923077
Knn Classifier,0.1,3,32,23,18,0.036261886214694776,0.6025641025641025
Knn Classifier,0.1,3,33,23,18,0.0,0.6153846153846154
Knn Classifier,0.1,3,34,23,18,0.047969966497101814,0.5641025641025641
Knn Classifier,0.1,3,35,23,18,0.04796996649710183,0.6025641025641025
Knn Classifier,0.1,3,36,23,18,0.036261886214694776,0.6025641025641025
Knn Classifier,0.1,3,37,23,18,0.03140371465106641,0.6153846153846153
Knn Classifier,0.1,3,38,23,18,0.05439282932204213,0.5384615384615384
Knn Classifier,0.1,3,39,23,18,0.05439282932204213,0.5384615384615384
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,25,20,0.08327615779772865,0.4012345679012346
Knn Classifier,0.1,3,2,25,20,0.06052059120718388,0.37191358024691357
Knn Classifier,0.1,3,3,25,20,0.08597770541471679,0.41358024691358025
Knn Classifier,0.1,3,4,25,20,0.16267511053215358,0.3796296296296296
Knn Classifier,0.1,3,5,25,20,0.16476972611159432,0.49074074074074076
Knn Classifier,0.1,3,6,25,20,0.13651957132466958,0.45216049382716045
Knn Classifier,0.1,3,7,25,20,0.11907741804852115,0.4645061728395062
Knn Classifier,0.1,3,8,25,20,0.11907741804852115,0.4645061728395062
Knn Classifier,0.1,3,9,25,20,0.08883850595447072,0.5169753086419753
Knn Classifier,0.1,3,10,25,20,0.10264376017478946,0.5154320987654321
Knn Classifier,0.1,3,11,25,20,0.10764925942342772,0.5138888888888888
Knn Classifier,0.1,3,12,25,20,0.1212770537307932,0.5123456790123456
Knn Classifier,0.1,3,13,25,20,0.12424516794981694,0.49845679012345673
Knn Classifier,0.1,3,14,25,20,0.107272513561622,0.5246913580246914
Knn Classifier,0.1,3,15,25,20,0.12113951794315042,0.5509259259259259
Knn Classifier,0.1,3,16,25,20,0.1114535190448629,0.5493827160493827
Knn Classifier,0.1,3,17,25,20,0.1404914404535931,0.5493827160493827
Knn Classifier,0.1,3,18,25,20,0.04536092116265147,0.5
Knn Classifier,0.1,3,19,25,20,0.07712962345431974,0.5632716049382717
Knn Classifier,0.1,3,20,25,20,0.048013423413901406,0.5154320987654321
Knn Classifier,0.1,3,21,25,20,0.05860135045076397,0.5540123456790124
Knn Classifier,0.1,3,22,25,20,0.05860135045076397,0.5540123456790124
Knn Classifier,0.1,3,23,25,20,0.07610387657986391,0.5679012345679012
Knn Classifier,0.1,3,24,25,20,0.049430917833478305,0.5138888888888888
Knn Classifier,0.1,3,25,25,20,0.06110799343587449,0.4876543209876543
Knn Classifier,0.1,3,26,25,20,0.02149442635367919,0.5632716049382717
Knn Classifier,0.1,3,27,25,20,0.008729713347982055,0.5123456790123456
Knn Classifier,0.1,3,28,25,20,0.0065472850109865805,0.5509259259259259
Knn Classifier,0.1,3,29,25,20,0.030941261814449724,0.5509259259259259
Knn Classifier,0.1,3,30,25,20,0.026189140043946214,0.5370370370370371
Knn Classifier,0.1,3,31,25,20,0.04000457221239419,0.5370370370370371
Knn Classifier,0.1,3,32,25,20,0.03147542909625178,0.5123456790123456
Knn Classifier,0.1,3,33,25,20,0.02149442635367919,0.5632716049382717
Knn Classifier,0.1,3,34,25,20,0.04557044154393027,0.5771604938271605
Knn Classifier,0.1,3,35,25,20,0.013094570021973107,0.5648148148148149
Knn Classifier,0.1,3,36,25,20,0.0065472850109865805,0.5509259259259259
Knn Classifier,0.1,3,37,25,20,0.02400671170695069,0.5756172839506172
Knn Classifier,0.1,3,38,25,20,0.004364856673991001,0.5895061728395062
Knn Classifier,0.1,3,39,25,20,0.07712962345431974,0.5632716049382717
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,11,1,0.0471526927506038,0.38658119658119655
Knn Classifier,0.1,3,2,11,1,0.010296396412954503,0.38653846153846155
Knn Classifier,0.1,3,3,11,1,0.09522180756750737,0.4528205128205128
Knn Classifier,0.1,3,4,11,1,0.06102779569563996,0.4148717948717949
Knn Classifier,0.1,3,5,11,1,0.041013397389537215,0.4527777777777778
Knn Classifier,0.1,3,6,11,1,0.05800091565372323,0.4677350427350427
Knn Classifier,0.1,3,7,11,1,0.00954838958860843,0.5333760683760683
Knn Classifier,0.1,3,8,11,1,0.07361165382554576,0.47841880341880344
Knn Classifier,0.1,3,9,11,1,0.05604074783127445,0.5056410256410256
Knn Classifier,0.1,3,10,11,1,0.058357982957646354,0.4794871794871795
Knn Classifier,0.1,3,11,11,1,0.028344707724486388,0.5200427350427349
Knn Classifier,0.1,3,12,11,1,0.05804888224530372,0.5195299145299145
Knn Classifier,0.1,3,13,11,1,0.02345846351652042,0.5461965811965812
Knn Classifier,0.1,3,14,11,1,0.015706043929347227,0.5194871794871795
Knn Classifier,0.1,3,15,11,1,0.06522482009819006,0.575042735042735
Knn Classifier,0.1,3,16,11,1,0.0183237179175718,0.5605982905982906
Knn Classifier,0.1,3,17,11,1,0.025104718950433355,0.5338888888888889
Knn Classifier,0.1,3,18,11,1,0.028284335816273917,0.5600427350427349
Knn Classifier,0.1,3,19,11,1,0.0183237179175718,0.5605982905982906
Knn Classifier,0.1,3,20,11,1,0.05104464277037851,0.5616666666666666
Knn Classifier,0.1,3,21,11,1,0.07430334887689104,0.5622222222222222
Knn Classifier,0.1,3,22,11,1,0.105301105126617,0.5632905982905984
Knn Classifier,0.1,3,23,11,1,0.09684482965799021,0.5755982905982906
Knn Classifier,0.1,3,24,11,1,0.06030521754908393,0.5606410256410256
Knn Classifier,0.1,3,25,11,1,0.06030521754908393,0.5606410256410256
Knn Classifier,0.1,3,26,11,1,0.0662037676874646,0.5734615384615385
Knn Classifier,0.1,3,27,11,1,0.04727337987735651,0.5467521367521367
Knn Classifier,0.1,3,28,11,1,0.04230708796943837,0.533931623931624
Knn Classifier,0.1,3,29,11,1,0.024260258815415117,0.5061538461538461
Knn Classifier,0.1,3,30,11,1,0.0447489568124495,0.5211111111111112
Knn Classifier,0.1,3,31,11,1,0.04005534377192354,0.5328632478632479
Knn Classifier,0.1,3,32,11,1,0.0447489568124495,0.5211111111111112
Knn Classifier,0.1,3,33,11,1,0.009428090415820642,0.49333333333333335
Knn Classifier,0.1,3,34,11,1,0.025688062270437528,0.5072222222222221
Knn Classifier,0.1,3,35,11,1,0.009428090415820642,0.49333333333333335
Knn Classifier,0.1,3,36,11,1,0.025688062270437528,0.5072222222222221
Knn Classifier,0.1,3,37,11,1,0.017014880923459513,0.4794444444444444
Knn Classifier,0.1,3,38,11,1,0.009428090415820642,0.49333333333333335
Knn Classifier,0.1,3,39,11,1,0.009428090415820642,0.49333333333333335
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,12,2,0.18048284076674798,0.45405982905982906
Knn Classifier,0.1,3,2,12,2,0.21073294791717434,0.45405982905982906
Knn Classifier,0.1,3,3,12,2,0.11758933543489834,0.4647435897435897
Knn Classifier,0.1,3,4,12,2,0.13171824792668752,0.517094017094017
Knn Classifier,0.1,3,5,12,2,0.1176572640849248,0.5427350427350427
Knn Classifier,0.1,3,6,12,2,0.08716272672808177,0.5811965811965812
Knn Classifier,0.1,3,7,12,2,0.1176572640849248,0.5427350427350427
Knn Classifier,0.1,3,8,12,2,0.13085753400942393,0.607905982905983
Knn Classifier,0.1,3,9,12,2,0.1008243652769575,0.5822649572649573
Knn Classifier,0.1,3,10,12,2,0.10485336877252391,0.5683760683760685
Knn Classifier,0.1,3,11,12,2,0.11275290968620642,0.6207264957264957
Knn Classifier,0.1,3,12,12,2,0.1213253809109264,0.594017094017094
Knn Classifier,0.1,3,13,12,2,0.11440107883060735,0.5801282051282052
Knn Classifier,0.1,3,14,12,2,0.09432012159975743,0.6185897435897436
Knn Classifier,0.1,3,15,12,2,0.05765272462919676,0.6196581196581197
Knn Classifier,0.1,3,16,12,2,0.047491689681395034,0.5918803418803419
Knn Classifier,0.1,3,17,12,2,0.031548767222720965,0.5790598290598291
Knn Classifier,0.1,3,18,12,2,0.020771604802589324,0.6057692307692307
Knn Classifier,0.1,3,19,12,2,0.031548767222720965,0.5790598290598291
Knn Classifier,0.1,3,20,12,2,0.03172915043785793,0.6185897435897436
Knn Classifier,0.1,3,21,12,2,0.020771604802589324,0.6057692307692307
Knn Classifier,0.1,3,22,12,2,0.020771604802589324,0.6057692307692307
Knn Classifier,0.1,3,23,12,2,0.0030218238512246037,0.5790598290598291
Knn Classifier,0.1,3,24,12,2,0.0030218238512246037,0.5790598290598291
Knn Classifier,0.1,3,25,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,26,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,27,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,28,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,29,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,30,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,31,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,32,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,33,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,34,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,35,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,36,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,37,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,38,12,2,0.02266367888418424,0.592948717948718
Knn Classifier,0.1,3,39,12,2,0.02266367888418424,0.592948717948718
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,13,3,0.13110111328740645,0.5424691358024691
Knn Classifier,0.1,3,2,13,3,0.0916771204082049,0.4254320987654321
Knn Classifier,0.1,3,3,13,3,0.009099025072932494,0.4871604938271605
Knn Classifier,0.1,3,4,13,3,0.022974907287808637,0.5251851851851852
Knn Classifier,0.1,3,5,13,3,0.050173261706716515,0.5143019943019943
Knn Classifier,0.1,3,6,13,3,0.07913647656730287,0.4767901234567901
Knn Classifier,0.1,3,7,13,3,0.06196871038547102,0.43781576448243115
Knn Classifier,0.1,3,8,13,3,0.06818798654724496,0.38594491927825264
Knn Classifier,0.1,3,9,13,3,0.056981962614541186,0.4501234567901234
Knn Classifier,0.1,3,10,13,3,0.050173261706716515,0.5143019943019943
Knn Classifier,0.1,3,11,13,3,0.0454951253646624,0.5641975308641975
Knn Classifier,0.1,3,12,13,3,0.05772166957095872,0.539031339031339
Knn Classifier,0.1,3,13,13,3,0.0728915471970433,0.5523646723646723
Knn Classifier,0.1,3,14,13,3,0.04343854835989921,0.5395061728395062
Knn Classifier,0.1,3,15,13,3,0.05772166957095872,0.539031339031339
Knn Classifier,0.1,3,16,13,3,0.05755893979277752,0.5651851851851851
Knn Classifier,0.1,3,17,13,3,0.058138580115014604,0.5775308641975309
Knn Classifier,0.1,3,18,13,3,0.09119192866584346,0.5509021842355176
Knn Classifier,0.1,3,19,13,3,0.05772166957095872,0.539031339031339
Knn Classifier,0.1,3,20,13,3,0.05570970084531766,0.5380436847103515
Knn Classifier,0.1,3,21,13,3,0.027216565952294665,0.5000189933523267
Knn Classifier,0.1,3,22,13,3,0.05360619910768758,0.524710351377018
Knn Classifier,0.1,3,23,13,3,0.05360619910768758,0.524710351377018
Knn Classifier,0.1,3,24,13,3,0.06895860325733737,0.5503893637226971
Knn Classifier,0.1,3,25,13,3,0.06967467893501199,0.5370560303893638
Knn Classifier,0.1,3,26,13,3,0.06359739039369176,0.5513770180436848
Knn Classifier,0.1,3,27,13,3,0.05792054478665075,0.5113770180436847
Knn Classifier,0.1,3,28,13,3,0.04067306554178167,0.499031339031339
Knn Classifier,0.1,3,29,13,3,0.0331256697529562,0.47335232668566
Knn Classifier,0.1,3,30,13,3,0.015728995860378254,0.4995061728395062
Knn Classifier,0.1,3,31,13,3,0.014519073101887625,0.46199430199430197
Knn Classifier,0.1,3,32,13,3,0.030805273579950034,0.4496486229819563
Knn Classifier,0.1,3,33,13,3,0.014519073101887625,0.46199430199430197
Knn Classifier,0.1,3,34,13,3,0.022974907287808637,0.4748148148148148
Knn Classifier,0.1,3,35,13,3,0.022974907287808637,0.4748148148148148
Knn Classifier,0.1,3,36,13,3,0.022974907287808637,0.4748148148148148
Knn Classifier,0.1,3,37,13,3,0.009072223996564238,0.4743399810066477
Knn Classifier,0.1,3,38,13,3,0.009072223996564238,0.4743399810066477
Knn Classifier,0.1,3,39,13,3,0.022974907287808637,0.4748148148148148
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,14,4,0.15390551655069565,0.5044824311490977
Knn Classifier,0.1,3,2,14,4,0.09461997842444736,0.387008547008547
Knn Classifier,0.1,3,3,14,4,0.07743505654340069,0.46396961063627734
Knn Classifier,0.1,3,4,14,4,0.06853868496414514,0.46349477682811013
Knn Classifier,0.1,3,5,14,4,0.030805273579950034,0.4496486229819563
Knn Classifier,0.1,3,6,14,4,0.10889304826415716,0.4649572649572649
Knn Classifier,0.1,3,7,14,4,0.07874239808880293,0.4126495726495727
Knn Classifier,0.1,3,8,14,4,0.07622513378491003,0.42547008547008547
Knn Classifier,0.1,3,9,14,4,0.07688227025446855,0.4121747388414055
Knn Classifier,0.1,3,10,14,4,0.09077908460078322,0.4763532763532763
Knn Classifier,0.1,3,11,14,4,0.10450754486266982,0.4635327635327635
Knn Classifier,0.1,3,12,14,4,0.08109916794751387,0.48964862298195627
Knn Classifier,0.1,3,13,14,4,0.09937471501585528,0.5029819563152896
Knn Classifier,0.1,3,14,14,4,0.08807838207356694,0.488698955365622
Knn Classifier,0.1,3,15,14,4,0.07279527314736231,0.46301994301994304
Knn Classifier,0.1,3,16,14,4,0.08991766332173358,0.43785375118708453
Knn Classifier,0.1,3,17,14,4,0.04979592628170327,0.45016144349477677
Knn Classifier,0.1,3,18,14,4,0.038907028064115126,0.4239696106362773
Knn Classifier,0.1,3,19,14,4,0.04755025869596025,0.37316239316239314
Knn Classifier,0.1,3,20,14,4,0.027616869853767417,0.3844824311490978
Knn Classifier,0.1,3,21,14,4,0.019358764135850158,0.38400759734093065
Knn Classifier,0.1,3,22,14,4,0.044767142064153505,0.4244824311490978
Knn Classifier,0.1,3,23,14,4,0.07743505654340069,0.46396961063627734
Knn Classifier,0.1,3,24,14,4,0.06818798654724496,0.38594491927825264
Knn Classifier,0.1,3,25,14,4,0.030805273579950034,0.4496486229819563
Knn Classifier,0.1,3,26,14,4,0.014519073101887625,0.46199430199430197
Knn Classifier,0.1,3,27,14,4,0.023478134476918,0.4491737891737892
Knn Classifier,0.1,3,28,14,4,0.027216565952294665,0.5000189933523267
Knn Classifier,0.1,3,29,14,4,0.03968096331894106,0.43536562203228873
Knn Classifier,0.1,3,30,14,4,0.009205762617667583,0.43584045584045583
Knn Classifier,0.1,3,31,14,4,0.02453613272270179,0.4481861348528015
Knn Classifier,0.1,3,32,14,4,0.016938918618868884,0.46100664767331434
Knn Classifier,0.1,3,33,14,4,0.027297075218797456,0.46148148148148144
Knn Classifier,0.1,3,34,14,4,0.0346793856753634,0.447673314339981
Knn Classifier,0.1,3,35,14,4,0.03351300457113401,0.48617283950617285
Knn Classifier,0.1,3,36,14,4,0.009284777459632462,0.44866096866096866
Knn Classifier,0.1,3,37,14,4,0.04036240654035777,0.48664767331433995
Knn Classifier,0.1,3,38,14,4,0.04036240654035777,0.48664767331433995
Knn Classifier,0.1,3,39,14,4,0.02508573927336052,0.4738271604938271
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,15,5,0.0757274330023784,0.478395061728395
Knn Classifier,0.1,3,2,15,5,0.07333089117602914,0.3996913580246913
Knn Classifier,0.1,3,3,15,5,0.13531055689372207,0.441358024691358
Knn Classifier,0.1,3,4,15,5,0.10484745525594465,0.441358024691358
Knn Classifier,0.1,3,5,15,5,0.015276998358968619,0.4614197530864197
Knn Classifier,0.1,3,6,15,5,0.026189140043946214,0.46296296296296297
Knn Classifier,0.1,3,7,15,5,0.006547285010986554,0.449074074074074
Knn Classifier,0.1,3,8,15,5,0.058601350450763964,0.48919753086419754
Knn Classifier,0.1,3,9,15,5,0.026189140043946214,0.46296296296296297
Knn Classifier,0.1,3,10,15,5,0.06547285010986553,0.49074074074074076
Knn Classifier,0.1,3,11,15,5,0.04209315338575884,0.5277777777777778
Knn Classifier,0.1,3,12,15,5,0.07211926818239461,0.49074074074074076
Knn Classifier,0.1,3,13,15,5,0.08883850595447072,0.5169753086419753
Knn Classifier,0.1,3,14,15,5,0.06547285010986553,0.49074074074074076
Knn Classifier,0.1,3,15,15,5,0.08511470514282517,0.5046296296296297
Knn Classifier,0.1,3,16,15,5,0.0778671346391535,0.5169753086419753
Knn Classifier,0.1,3,17,15,5,0.028371568380941715,0.5015432098765432
Knn Classifier,0.1,3,18,15,5,0.08511470514282515,0.4398148148148147
Knn Classifier,0.1,3,19,15,5,0.07014393936644142,0.45216049382716045
Knn Classifier,0.1,3,20,15,5,0.06818124084683495,0.41358024691358025
Knn Classifier,0.1,3,21,15,5,0.08074984846883412,0.42746913580246915
Knn Classifier,0.1,3,22,15,5,0.054517042384739804,0.4259259259259259
Knn Classifier,0.1,3,23,15,5,0.07359024084917508,0.4398148148148147
Knn Classifier,0.1,3,24,15,5,0.054908786650176525,0.4768518518518518
Knn Classifier,0.1,3,25,15,5,0.026189140043946214,0.46296296296296297
Knn Classifier,0.1,3,26,15,5,0.006547285010986554,0.449074074074074
Knn Classifier,0.1,3,27,15,5,0.010912141684977582,0.4737654320987654
Knn Classifier,0.1,3,28,15,5,0.024787620994149707,0.4861111111111111
Knn Classifier,0.1,3,29,15,5,0.032149176938271073,0.4737654320987654
Knn Classifier,0.1,3,30,15,5,0.010912141684977582,0.4737654320987654
Knn Classifier,0.1,3,31,15,5,0.015276998358968619,0.4614197530864197
Knn Classifier,0.1,3,32,15,5,0.006547285010986554,0.449074074074074
Knn Classifier,0.1,3,33,15,5,0.015276998358968619,0.4614197530864197
Knn Classifier,0.1,3,34,15,5,0.030941261814449724,0.449074074074074
Knn Classifier,0.1,3,35,15,5,0.006547285010986554,0.449074074074074
Knn Classifier,0.1,3,36,15,5,0.006547285010986554,0.449074074074074
Knn Classifier,0.1,3,37,15,5,0.04541339188136469,0.4614197530864197
Knn Classifier,0.1,3,38,15,5,0.032149176938271073,0.4737654320987654
Knn Classifier,0.1,3,39,15,5,0.015276998358968619,0.4614197530864197
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,16,6,0.051303326458059226,0.4471984805318138
Knn Classifier,0.1,3,2,16,6,0.0896362442561911,0.3954036087369421
Knn Classifier,0.1,3,3,16,6,0.07623534617516046,0.48522317188983854
Knn Classifier,0.1,3,4,16,6,0.015728995860378254,0.4995061728395062
Knn Classifier,0.1,3,5,16,6,0.038760178559348525,0.5123646723646723
Knn Classifier,0.1,3,6,16,6,0.009099025072932481,0.5128395061728396
Knn Classifier,0.1,3,7,16,6,0.009099025072932481,0.5128395061728396
Knn Classifier,0.1,3,8,16,6,0.014519073101887625,0.5380056980056981
Knn Classifier,0.1,3,9,16,6,0.014519073101887625,0.5380056980056981
Knn Classifier,0.1,3,10,16,6,0.050924744472578415,0.5113390313390314
Knn Classifier,0.1,3,11,16,6,0.022974907287808637,0.5251851851851852
Knn Classifier,0.1,3,12,16,6,0.0520572065242173,0.4728395061728395
Knn Classifier,0.1,3,13,16,6,0.05660784411938002,0.5764672364672365
Knn Classifier,0.1,3,14,16,6,0.03834878716744297,0.5508641975308642
Knn Classifier,0.1,3,15,16,6,0.009099025072932481,0.5128395061728396
Knn Classifier,0.1,3,16,16,6,0.04534482178945125,0.48719848053181386
Knn Classifier,0.1,3,17,16,6,0.024265091049120762,0.5123266856600189
Knn Classifier,0.1,3,18,16,6,0.022974907287808637,0.5251851851851852
Knn Classifier,0.1,3,19,16,6,0.06965098221987825,0.498005698005698
Knn Classifier,0.1,3,20,16,6,0.04250170761406552,0.4989933523266856
Knn Classifier,0.1,3,21,16,6,0.06436350813697321,0.4851851851851852
Knn Classifier,0.1,3,22,16,6,0.04067306554178167,0.499031339031339
Knn Classifier,0.1,3,23,16,6,0.07913647656730287,0.5232098765432099
Knn Classifier,0.1,3,24,16,6,0.04718698758113478,0.4985185185185185
Knn Classifier,0.1,3,25,16,6,0.08227892605962586,0.4718518518518519
Knn Classifier,0.1,3,26,16,6,0.022974907287808637,0.5251851851851852
Knn Classifier,0.1,3,27,16,6,0.041578968755498935,0.5374928774928774
Knn Classifier,0.1,3,28,16,6,0.041578968755498935,0.5374928774928774
Knn Classifier,0.1,3,29,16,6,0.03234982204142901,0.5246723646723647
Knn Classifier,0.1,3,30,16,6,0.027189711935464708,0.5384805318138651
Knn Classifier,0.1,3,31,16,6,0.03935866244193608,0.5636467236467236
Knn Classifier,0.1,3,32,16,6,0.031190195943636312,0.5631718898385565
Knn Classifier,0.1,3,33,16,6,0.05562993697622626,0.5907882241215575
Knn Classifier,0.1,3,34,16,6,0.04532340012554158,0.5898005698005698
Knn Classifier,0.1,3,35,16,6,0.06344396078122086,0.6026210826210826
Knn Classifier,0.1,3,36,16,6,0.05562993697622626,0.5907882241215575
Knn Classifier,0.1,3,37,16,6,0.07386778688053301,0.5517758784425452
Knn Classifier,0.1,3,38,16,6,0.0566091696351041,0.5774548907882241
Knn Classifier,0.1,3,39,16,6,0.03935866244193608,0.5636467236467236
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,17,7,0.09323337942588404,0.4645061728395062
Knn Classifier,0.1,3,2,17,7,0.08238486305579715,0.412037037037037
Knn Classifier,0.1,3,3,17,7,0.0604812282168686,0.4074074074074074
Knn Classifier,0.1,3,4,17,7,0.04786439018293464,0.4367283950617284
Knn Classifier,0.1,3,5,17,7,0.08883850595447072,0.5169753086419753
Knn Classifier,0.1,3,6,17,7,0.032149176938271094,0.5262345679012346
Knn Classifier,0.1,3,7,17,7,0.05661708743161772,0.5354938271604938
Knn Classifier,0.1,3,8,17,7,0.031475429096251756,0.48765432098765427
Knn Classifier,0.1,3,9,17,7,0.07264569318481369,0.49691358024691357
Knn Classifier,0.1,3,10,17,7,0.05661708743161772,0.5354938271604938
Knn Classifier,0.1,3,11,17,7,0.026189140043946214,0.5370370370370371
Knn Classifier,0.1,3,12,17,7,0.04000457221239419,0.5370370370370371
Knn Classifier,0.1,3,13,17,7,0.08754231236841255,0.5478395061728395
Knn Classifier,0.1,3,14,17,7,0.053100773253349554,0.5617283950617283
Knn Classifier,0.1,3,15,17,7,0.060834578223540214,0.5509259259259259
Knn Classifier,0.1,3,16,17,7,0.04536092116265147,0.5
Knn Classifier,0.1,3,17,17,7,0.061107993435874475,0.5123456790123456
Knn Classifier,0.1,3,18,17,7,0.04860498687661611,0.5246913580246914
Knn Classifier,0.1,3,19,17,7,0.07563302935088179,0.5385802469135802
Knn Classifier,0.1,3,20,17,7,0.058601350450763964,0.5108024691358024
Knn Classifier,0.1,3,21,17,7,0.05872314071123595,0.49691358024691357
Knn Classifier,0.1,3,22,17,7,0.04000457221239419,0.5370370370370371
Knn Classifier,0.1,3,23,17,7,0.040064058597985105,0.5108024691358024
Knn Classifier,0.1,3,24,17,7,0.01573771454812586,0.5771604938271605
Knn Classifier,0.1,3,25,17,7,0.032736425054932745,0.5787037037037037
Knn Classifier,0.1,3,26,17,7,0.02400671170695069,0.5756172839506172
Knn Classifier,0.1,3,27,17,7,0.02837156838094171,0.5910493827160493
Knn Classifier,0.1,3,28,17,7,0.02837156838094171,0.5910493827160493
Knn Classifier,0.1,3,29,17,7,0.0265503866266748,0.5524691358024691
Knn Classifier,0.1,3,30,17,7,0.030941261814449724,0.5509259259259259
Knn Classifier,0.1,3,31,17,7,0.02149442635367919,0.5632716049382717
Knn Classifier,0.1,3,32,17,7,0.036059634091197314,0.5879629629629629
